"id","zobrazení_cz","zobrazení_lat","nazev_cz","nazev_lat","url","skupina","nemoci","tcm_organy","ucinky","Cast-rostliny","sber","stanoviste","barva kvetu","Bezpečnost","zobrazení"
"R0055","eukalyptus","eucalyptus globulus","eukalyptus","eucalyptus_globulus","https://www.brvohorik.cz/l/eukalyptus/","strom","nachlazeni | kasel | zanety_dychacich_cest | rýma",,"antisepticke | expektoracni | protizanetlive | uvolnuje_dychaci_cesty","list","list: celorocne","subtropicke_oblasti | pestovane_plochy","bila","2","on"
"R0056","fenykl divoký","foeniculum vulgare","fenykl_divoky","foeniculum_vulgare","https://www.brvohorik.cz/l/fenykl-divoky/","bylina","nadymani | krece_v_brise | potize_s_travenim | nechutenstvi | kasel | zahleneni",,"podporuje_traveni | protikrecove | mocopudne | expektoracni | antisepticke","semeno | nat | koren","semeno: srpen | zari ; nat: cerven | cervenec ; koren: zari | rijen","suche_strane | u_cest | pestovane_plochy","zluta","1","on"
"R0057","habr obecný","carpinus betulus","habr_obecny","carpinus_betulus","https://www.brvohorik.cz/l/habr-obecny/","strom",,,,"list | kura","list: kveten | cerven ; kura: brezen | duben","listnate_lesy | parky | zahrady","zelena","1","on"
"R0058","hadinec obecný","echium vulgare","hadinec_obecny","echium_vulgare","https://www.brvohorik.cz/l/hadinec-obecny/","bylina",,,,"nat","nat: cerven | cervenec | srpen","suche_louky | strane | u_cest | pisky","modra | fialova","3","on"
"R0059","hadí mord španělský","scorzonera hispanica","hadi_mord_spanelsky","scorzonera_hispanica","https://www.brvohorik.cz/l/hadi-mord-spanelsky/","bylina","potize_s_travenim | nechutenstvi | unava",,"podporuje_traveni | posilujici | vyzivne","koren","koren: zari | rijen","pole | pestovane_plochy | zahrady","zluta","1","on"
"R0060","hrachor jarní","lathyrus vernus","hrachor_jarni","lathyrus_vernus","https://www.brvohorik.cz/l/hrachor-jarni/","bylina",,,,"nat","nat: duben | kveten","listnate_lesy | lesni_lem | kroviny","fialova | modrofialova","2","on"
"R0061","hrachor hlíznatý","lathyrus tuberosus","hrachor_hliznaty","lathyrus_tuberosus","https://www.brvohorik.cz/l/hrachor-hliznaty/","bylina",,,,"hliza | nat","nat: cerven | cervenec ; hliza: zari | rijen","pole | louky | meze","ruzova","1","on"
"R0062","heřmánek pravý","matricaria chamomilla","hermánek_pravy","matricaria_chamomilla","https://www.brvohorik.cz/l/hermánek-pravy/","bylina","potize_s_travenim | nadymani | krece_v_brise | zanety_dutiny_ustni | nachlazeni | nespavost",,"protizanetlive | protikrecove | uklidnujici | antisepticke | podporuje_traveni | zklidnuje_sliznice","kvet","kvet: kveten | cerven | cervenec | srpen","pole | louky | u_cest","bila | zluta","1","on"
"R0063","heřmánek terčovitý","matricaria discoidea","hermánek_tercovity","matricaria_discoidea","https://www.brvohorik.cz/l/hermánek-tercovity/","bylina",,,,"nat","nat: kveten | cerven | cervenec | srpen","u_cest | rumiste | dvory | pole","zluta | zelena","1","on"
"R0064","hlaváček jarní","adonis vernalis","hlavacek_jarni","adonis_vernalis","https://www.brvohorik.cz/l/hlavacek-jarni/","bylina",,,,"nat","nat: duben | kveten","suche_louky | stepi | strane","zluta","3","on"
"R0065","hlaváček letní","adonis aestivalis","hlavacek_letni","adonis_aestivalis","https://www.brvohorik.cz/l/hlavacek-letni/","bylina",,,,"nat","nat: kveten | cerven","pole | obilna_pole | rumiste","cervena","3","on"
"R0066","hlíva ústřičná","pleurotus ostreatus","hliva_ustricna","pleurotus_ostreatus","https://www.brvohorik.cz/l/hliva-ustricna/","houba","oslabená_imunita | infekce | vysoka_hladina_cholesterolu | cukrovka | unava",,"imunostimulacni | antioxidantni | snizuje_cholesterol | snizuje_hladinu_cukru_v_krvi | posiluje_imunitu | tonizacni","plodnice","plodnice: zari | rijen | listopad | prosinec","listnate_lesy | na_kmenech_stromu | parezy",,"1","on"
"R0067","hloh obecný","crataegus laevigata","hloh_obecny","crataegus_laevigata","https://www.brvohorik.cz/l/hloh-obecny/","strom","arterioskleroza | angina_pectoris | infarkt | nemoci_srdce | mirne_nemoci_srdce | nemoci_cev | hypertenze | vysoky_krevni_tlak | buseni_srdce | srdecni_arytmie | kornateni_tepen | kornateni_cev | spatna_pruchodnost_cev | spatne_prokrvovani_koncetin | zanety_svalu | revma | revmatismus | revmatoidni_artritida | poruchy_traveni | dusnost | zavrat | strach | stres | napeti | nervozita | nespavost | uzkost | unava | vycerpani | nedostatek_energie | menopauzalni_potize","srdce | krevní_oběh | játra","relaxacni | sedativni | zklidnujici | cistici | tonizacni | regeneracni | prokrvujici | priznive_pusobi_na_kardiovaskularni_system | normalizuje_krevni_tlak | snizuje_krevni_tlak | priznive_pusobi_na_cevy | zlepsuje_pruchodnost_cev | pusobi_proti_kornateni_cev | cisti_cevy | podporuje_normalni_funkci_srdce | podporuje_cinnost_srdce | chrani_srdce | posiluje_srdecni_sval | podporuje_krevni_obeh | prevence_infarktu | zlepsuje_prokrveni | zlepsuje_prokrveni_mozku | rekonvalescence_po_mrtvici | zklidnuje_nervovou_soustavu | podporuje_traveni | podporuje_usinani | zmirnuje_nespavost | zmirnuje_stres | zmirnuje_napeti | zmirnuje_nervozitu | zmirnuje_uzkost | mirni_pocity_strachu | zmirnuje_zavrate | zmirnuje_dusnost | zmirnuje_pocit_hladu | tonizuje_plet | zmirnuje_priznaky_menopauzalnich_potizi | priznive_pusobi_na_nervovy_system | priznive_pusobi_na_pohybovy_aparat | podporuje_psychickou_pohodu","pupen | kvet | list | plod","pupen: brezen ; kvet: kveten ; list: kveten | cerven ; plod: zari | rijen","krovi|meze|okraje_lesu|sucha_stanoviste","bila | ruzova","1","on"
"R0068","hluchavka bílá","lamium album","hluchavka_bila","lamium_album","https://www.brvohorik.cz/l/hluchavka-bila/","bylina","zanety_mocovych_cest | gynekologicke_potize | vytok | bolestiva_menstruace | slaba_menstruace | kasel | nachlazeni",,"protizanetlive | mocopudne | svíravé | uklidnujici | hojive | cisti_krev","kvet | nat","kvet: kveten | cerven | cervenec | srpen | zari ; nat: kveten | cerven | cervenec","louky | zahrady | u_cest | krovinne_porosty","bila","1","on"
"R0069","hluchavka nachová","lamium purpureum","hluchavka_nachova","lamium_purpureum","https://www.brvohorik.cz/l/hluchavka-nachova/","bylina","nachlazeni | kasel | zanety_dychacich_cest | potize_s_travenim | zanety_mocovych_cest | kozni_problemy | rany",,"protizanetlive | mocopudne | svíravé | hojive | cisti_krev | podporuje_traveni","nat | kvet","nat: brezen | duben | kveten | cerven ; kvet: duben | kveten | cerven","zahrady | pole | u_cest | rumiste","ruzova | fialova","1","on"
"R0070","hojník horský","sideritis montana","hojník_horský","sideritis_montana","https://www.brvohorik.cz/l/hojnik-horsky/","bylina",,,,"kvet","kvet: cerven | cervenec","horske_louky | kyselé_pudy","zluta","2","on"
"R0071","hořec žlutý","gentiana lutea","horec_zluty","gentiana_lutea","https://www.brvohorik.cz/l/horec-zluty/","bylina","nechutenstvi | potize_s_travenim | nadymani | slabost_traveni | zaludecni_potize",,"podporuje_traveni | horecne | tonizacni | stimulacni | podporuje_chut_k_jidlu","koren","koren: zari | rijen","horske_louky | horske_strane | alpinske_oblasti","zluta","2","on"
"R0072","hořeček brvitý","gentianopsis ciliata","horecek_brvity","gentianopsis_ciliata","https://www.brvohorik.cz/l/horecek-brvity/","bylina",,,,"nat","nat: srpen | zari","suche_louky | vapencove_pudy","modra","1","on"
"R0073","hořčice bílá","sinapis alba","horcice_bila","sinapis_alba","https://www.brvohorik.cz/l/horcice-bila/","bylina","potize_s_travenim | nechutenstvi | nachlazeni | revmaticke_potize",,"podporuje_traveni | prohrejvaci | protizanetlive | stimulacni | antisepticke","semeno","semeno: cervenec | srpen","pole | pestovane_plochy | rumiste","zluta","2","on"
"R0074","houževnatec jedlý","lentinula edodes","houzevnatec_jedly","lentinula_edodes","https://www.brvohorik.cz/l/houzevnatec-jedly/","houba","oslabena_imunita | vysoky_cholesterol | infekce | unava",,"imunostimulacni | antioxidantni | snizuje_cholesterol | posilujici","plodnice","plodnice: celorocne","pestovane_plochy | lesy | na_dreve",,"1","on"
"R0075","hrušeň obecná","pyrus communis","hrusen_obecna","pyrus_communis","https://www.brvohorik.cz/l/hrusen-obecna/","strom",,,,"plod | kvet","kvet: duben | kveten ; plod: srpen | zari | rijen","sady | zahrady","bila","1","on"
"R0076","hvozdík kartouzek","dianthus carthusianorum","hvozdik_kartouzek","dianthus_carthusianorum","https://www.brvohorik.cz/l/hvozdik-kartouzek/","bylina",,,,"kvet | nat","kvet: cerven | cervenec | srpen ; nat: cerven | cervenec | srpen","suche_louky | meze | skalky","ruzova | fialova","1","on"
"R0077","hvozdík kropenatý","dianthus deltoides","hvozdik_kropenaty","dianthus_deltoides","https://www.brvohorik.cz/l/hvozdik-kropenaty/","bylina",,,,"nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec | srpen","suche_louky | pisky | strane","ruzova | cervena","1","on"
"R0078","hvozdík písečný","dianthus arenarius","hvozdik_pisecny","dianthus_arenarius","https://www.brvohorik.cz/l/hvozdik-pisecny/","bylina",,,,"kvet","kvet: cerven | cervenec","pisky | suche_lokality | skalky","bila","1","on"
"R0079","hřebíčkovec kořenný","syzygium aromaticum","hrebickovec_korenny","syzygium_aromaticum","https://www.brvohorik.cz/l/hrebickovec-korenny/","strom","bolesti_zubu | potize_s_travenim | nadymani | nachlazeni",,"antisepticke | analgeticke | podporuje_traveni | antibakterialni","kvetni_pupen","kvetni_pupen: celorocne","tropicke_oblasti | pestovane_plochy","bila","1","on"
"R0080","jablečník obecný","marrubium vulgare","jablecnik_obecny","marrubium_vulgare","https://www.brvohorik.cz/l/jablecnik-obecny/","bylina","kasel | nachlazeni | zanet_prudusek | potize_s_travenim | nechutenstvi",,"expektoracni | protizanetlive | podporuje_traveni | stimuluje_chut_k_jidlu | antisepticke","nat","nat: cerven | cervenec | srpen","suche_strane | u_cest | rumiste","bila","1","on"
"R0081","jabloň","malus","jablon","malus","https://www.brvohorik.cz/l/jablon/","strom",,,,"plod | kvet","kvet: duben | kveten (plod)-plod: zari | rijen","sady | zahrady","bila | ruzova","1","on"
"R0082","jabloň planá","málus sylvéstris","jablon_plana","málus_sylvéstris","https://www.brvohorik.cz/l/jablon-plana/","strom",,,,"plod | kvet","kvet: duben | kveten (plod)-plod: zari | rijen","lesni_okraje | sady | louky","bila | ruzova","1","on"
"R0083","jahodník obecný","fragaria vesca","jahodnik_obecny","fragaria_vesca","https://www.brvohorik.cz/l/jahodnik-obecny/","bylina","prujem | potize_s_travenim | zanety_dutiny_ustni",,"svíravé | protizanetlive | cisti_krev | podporuje_traveni","plod | list","list: kveten | cerven ; plod: cerven | cervenec","lesy | louky | zahrady","bila","1","on"
"R0084","jahodník obecný","fragaria vesca","jahodnik_obecny","fragaria_vesca","https://www.brvohorik.cz/l/jahodnik-obecny/","bylina",,,,,,,,,"on"
"R0085","jalovec obecný","juniperus communis","jalovec_obecny","juniperus_communis","https://www.brvohorik.cz/l/jalovec-obecny/","ker | strom","zanety_mocovych_cest | zanet_ledvin | potize_s_travenim | nadymani | revmaticke_potize",,"mocopudne | protizanetlive | podporuje_traveni | dezinfekcni_na_mocove_cesty | detoxikacni","plod | jehlice","plod: zari | rijen | listopad ; jehlice: celorocne","lesy | suche_strane | vresoviste","zluta | zelena","2","on"
"R0086","jam čínský","dioscorea batata","jam_cinsky","dioscorea_batata","https://www.brvohorik.cz/l/jam-cinsky/","bylina | liana","unava | oslabená_imunita | potize_s_travenim",,"tonizacni | posilujici | podporuje_traveni | vyzivne","hliza","hliza: zari | rijen","pestovane_plochy | zahrady","bila","1","on"
"R0087","jam huňatý","dioscorea villosa","jam_hunaty","dioscorea_villosa","https://www.brvohorik.cz/l/jam-hunaty/","bylina","hormonalni_nerovnovaha | menstruační_potize | menopauza | krece",,"hormon_regulacni | protikrecove | protizanetlive | tonizacni","oddenek","oddenek: zari | rijen","lesy | pestovane_plochy",,"2","on"
"R0088","jasan ztepilý","fraxinus excelsior","jasan_zteply","fraxinus_excelsior","https://www.brvohorik.cz/l/jasan-zteply/","strom","revmaticke_potize | otoky | zanety_mocovych_cest",,"protizanetlive | mocopudne | detoxikacni","list | kura","list: kveten | cerven ; kura: brezen | duben","lesy | parky | aleje","zelena","1","on"
"R0089","jaterník podléška","hepatica nobilis","jaternik_podleska","hepatica_nobilis","https://www.brvohorik.cz/l/jaternik-podleska/","bylina",,,,"nat","nat: brezen | duben","listnate_lesy | stinne_lokality","modra | fialova","2","on"
"R0090","javor babyka","acer campestre","javor_babyka","acer_campestre","https://www.brvohorik.cz/l/javor-babyka/","strom",,,,"list | kura","list: kveten | cerven ; kura: brezen | duben","lesy | parky | meze | aleje","zluta | zelena","1","on"
"R0091","javor klen","acer pseudoplatanus","javor_klen","acer_pseudoplatanus","https://www.brvohorik.cz/l/javor-klen/","strom",,,,"list | kura","list: kveten | cerven ; kura: brezen | duben","lesy | horske_lesy | parky","zelena","1","on"
"R0092","javor mléč","acer platanoides","javor_mlec","acer_platanoides","https://www.brvohorik.cz/l/javor-mlec/","strom",,,,"list | kura","list: kveten | cerven ; kura: brezen | duben","lesy | parky | aleje","zluta","1","on"
"R0093","jedle bělokorá","abies alba","jedle_belokora","abies_alba","https://www.brvohorik.cz/l/jedle-belokora/","strom","nachlazeni | kasel | zanety_dychacich_cest",,"antisepticke | protizanetlive | expektoracni","jehlice | pryskyrice","jehlice: celorocne ; pryskyrice: celorocne","lesy | horske_lesy","zelena","1","on"
"R0094","jelení jazyk celolistý","asplenium scolopendrium","jeleni_jazyk_celolisty","asplenium_scolopendrium","https://www.brvohorik.cz/l/jeleni-jazyk-celolisty/","kapradina",,,,"list","list: kveten | cerven | cervenec","vlhke_lesy | skalnate_stiny | vapencove_skaly","zelena","1","on"
"R0095","jetel bílý","trifolium repens","jetel_bily","trifolium_repens","https://www.brvohorik.cz/l/jetel-bily/","bylina","kasel | nachlazeni | kozni_problemy | zanety",,"protizanetlive | cisti_krev | expektoracni | hojive","kvet | nat","kvet: kveten | cerven | cervenec | srpen ; nat: kveten | cerven | cervenec","louky | pastviny | travniky","bila","1","on"
"R0096","jetel inkarnát","trifolium incarnatum","jetel_inkarnat","trifolium_incarnatum","https://www.brvohorik.cz/l/jetel-inkarnat/","bylina",,,,"kvet | nat","kvet: kveten | cerven | cervenec ; nat: kveten | cerven | cervenec","pole | louky | pestovane_plochy","cervena","1","on"
"R0097","jetel luční","trifolium pratense","jetel_lucni","trifolium_pratense","https://www.brvohorik.cz/l/jetel-lucni/","bylina","menopauza | klimaktericke_potize | kasel | nachlazeni | kozni_problemy | ekzem",,"hormon_regulacni | protizanetlive | cisti_krev | expektoracni | detoxikacni","kvet | nat","kvet: kveten | cerven | cervenec | srpen ; nat: kveten | cerven | cervenec","louky | pastviny | pole","ruzova | fialova","1","on"
"R0098","jeřáb oskeruše","sorbus domestica","jerab_oskeruse","sorbus_domestica","https://www.brvohorik.cz/l/jerab-oskeruse/","strom","prujem | potize_s_travenim",,"svíravé | podporuje_traveni | posilujici","plod","plod: zari | rijen","sady | teple_oblasti | zahrady","bila","1","on"
"R0099","jeřáb ptačí","sorbus aucuparia","jerab_ptaci","sorbus_aucuparia","https://www.brvohorik.cz/l/jerab-ptaci/","strom","prujem | nachlazeni | nedostatek_vitaminu",,"svíravé | vitaminizacni | protizanetlive","plod | kvet","kvet: kveten ; plod: zari | rijen","lesy | horske_oblasti | parky","bila","1","on"
"R0100","jestřabina lékařská","galega officinalis","jestrabina_lekarska","galega_officinalis","https://www.brvohorik.cz/l/jestrabina-lekarska/","bylina","cukrovka | nedostatek_mleka_u_kojicich | potize_s_travenim",,"snizuje_hladinu_cukru_v_krvi | podporuje_tvorbu_mleka | mocopudne | protizanetlive","nat","nat: cerven | cervenec | srpen","vlhke_louky | brehy_vod","fialova","2","on"
"R0101","jestřábník chlupáček","pilosella officinarum","jestrabnik_chlupacek","pilosella_officinarum","https://www.brvohorik.cz/l/jestrabnik-chlupacek/","bylina","zanety_mocovych_cest | otoky | kasel",,"mocopudne | protizanetlive | expektoracni","nat","nat: kveten | cerven | cervenec | srpen","suche_louky | meze | pastviny","zluta","1","on"
"R0102","jestřábník oranžový","hieracium aurantiacum","jestrabnik_oranzovy","hieracium_aurantiacum","https://www.brvohorik.cz/l/jestrabnik-oranzovy/","bylina",,,,"nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec | srpen","louky | pastviny | horske_louky","oranzova","1","on"
"R0103","jehlice trnitá","ononis spinosa","jehlice_trnita","ononis_spinosa","https://www.brvohorik.cz/l/jehlice-trnita/","bylina","zanety_mocovych_cest | otoky | potize_s_mocenim",,"mocopudne | protizanetlive | detoxikacni","koren","koren: zari | rijen","suche_louky | pastviny | meze","ruzova","1","on"
"R0104","jmelí bílé","viscum album","jmeli_bile","viscum_album","https://www.brvohorik.cz/l/jmeli-bile/","poloparazit | ker","vysoky_krevni_tlak | poruchy_krevniho_obehu | nervozita",,"snizuje_krevni_tlak | uklidnujici | tonizacni","nat","nat: listopad | prosinec | leden | unor","na_stromech | lesy | parky","zelena","2","on"
"R0105","jidášovo ucho","hirneola auricula judae","jidasovo_ucho","hirneola_auricula_judae","https://www.brvohorik.cz/l/jidasovo-ucho/","houba","vysoky_cholesterol | oslabená_imunita | potize_s_cévami",,"snizuje_cholesterol | posiluje_imunitu | podporuje_krevni_obeh | antioxidantni","plodnice","plodnice: celorocne","listnate_stromy | lesy | okraje_lesu|krovi",,"1","on"
"R0106","jilm drsný","ulmus glabra","jilm_drsny","ulmus_glabra","https://www.brvohorik.cz/l/jilm-drsny/","strom",,,,"kura | list","kura: brezen | duben ; list: kveten | cerven","lesy | horske_lesy | parky","zelena","1","on"
"R0107","jilm habrolistý","ulmus minor","jilm_habrolisty","ulmus_minor","https://www.brvohorik.cz/l/jilm-habrolisty/","strom",,,,"kura | list","kura: brezen | duben ; list: kveten | cerven","lesy | aleje | parky","zelena","1","on"
"R0108","jilm plavý","ulmus rubra","jilm_plavy","ulmus_rubra","https://www.brvohorik.cz/l/jilm-plavy/","strom","podrazdeni_sliznic | kasel | zanety_dychacich_cest | potize_s_travenim",,"zklidnuje_sliznice | protizanetlive | hojive | zvlhcujici","kura","kura: brezen | duben","lesy | parky | pestovane_plochy","zelena","1","on"
"R0109","jilm vaz","ulmus laevis","jilm_vaz","ulmus_laevis","https://www.brvohorik.cz/l/jilm-vaz/","strom",,,,"kura | list","kura: brezen | duben ; list: kveten | cerven","lesy | brehy_vod | parky","zelena","1","on"
"R0110","jírovec maďal","aesculus hippocastanum","jirovec_madal","aesculus_hippocastanum","https://www.brvohorik.cz/l/jirovec-madal/","strom","krecove_zily | hemoroidy | otoky_nohou | spatny_krevni_obeh | zanety_zil",,"posiluje_cevni_steny | protizanetlive | protiotokove | zlepsuje_krevni_obeh | venotonicke","semeno | kvet | kura","kvet: kveten ; semeno: zari | rijen ; kura: brezen | duben","parky | aleje | zahrady","bila | ruzova","3","on"
"R0111","jitrocel kopinatý","plantago lanceolata","jitrocel_kopinaty","plantago_lanceolata","https://www.brvohorik.cz/l/jitrocel-kopinaty/","bylina","kasel | nachlazeni | zanet_prudusek | rany | bodnuti_hmyzem | zanety_kuze",,"expektoracni | protizanetlive | hojive | antibakterialni | zklidnuje_sliznice","list | semeno","list: kveten | cerven | cervenec | srpen ; semeno: srpen | zari","louky | pastviny | u_cest | travniky","bila","1","on"
"R0112","jitrocel prostřední","plantago media","jitrocel_prostredni","plantago_media","https://www.brvohorik.cz/l/jitrocel-prostredni/","bylina","kasel | nachlazeni | zanety_dychacich_cest | rany",,"protizanetlive | expektoracni | hojive | antisepticke","list","list: kveten | cerven | cervenec","louky | pastviny | meze","ruzova","1","on"
"R0113","jitrocel větší","plantago major","jitrocel_vetsi","plantago_major","https://www.brvohorik.cz/l/jitrocel-vetsi/","bylina","kasel | nachlazeni | zanet_prudusek | rany | odreniny | stipnuti_hmyzem | zanety_kuze",,"protizanetlive | hojive | antibakterialni | expektoracni | uklidnujici | cisti_krev","list | semeno","list: kveten | cerven | cervenec | srpen ; semeno: srpen | zari","louky | travniky | u_cest | zahrady","zelena","1","on"
"R0114","kadidlovník","boswellia","kadidlovnik","boswellia","https://www.brvohorik.cz/l/kadidlovnik/","strom","zanety | bolesti_kloubu | revmaticke_potize",,"protizanetlive | analgeticke | antisepticke","pryskyrice","celorocne","suche_stanoviste | pestovane_plochy","bila","2","on"
"R0115","kakost hnědočervený","geranium phaeum","kakost_hnedocerveny","geranium_phaeum","https://www.brvohorik.cz/l/kakost-hnedocerveny/","bylina",,,,"nat | koren","nat: kveten | cerven | cervenec ; koren: zari | rijen","lesni_okraje | louky | zahrady","fialova | hnedocervena","1","on"
"R0116","kakost lesní","geranium sylvaticum","kakost_lesni","geranium_sylvaticum","https://www.brvohorik.cz/l/kakost-lesni/","bylina",,,,"nat | koren","nat: cerven | cervenec | srpen ; koren: zari | rijen","lesy | horske_louky | lesni_okraje","modra | fialova","1","on"
"R0117","kakost luční","geranium pratense","kakost_lucni","geranium_pratense","https://www.brvohorik.cz/l/kakost-lucni/","bylina",,,,"nat | koren","nat: cerven | cervenec | srpen ; koren: zari | rijen","louky | pastviny | lesni_okraje","modra | fialova","1","on"
"R0118","kakost smrdutý","geranium robertianum","kakost_smrduty","geranium_robertianum","https://www.brvohorik.cz/l/kakost-smrduty/","bylina","rany | krvaceni | zanety_dutiny_ustni | prujem",,"hojive | svíravé | protizanetlive | zastavuje_krvaceni","nat","nat: kveten | cerven | cervenec | srpen","lesy | stinne_lokality | zdi | sutiny","ruzova","1","on"
"R0119","kalina obecná","viburnum opulus","kalina_obecna","viburnum_opulus","https://www.brvohorik.cz/l/kalina-obecna/","ker","krece | bolestiva_menstruace | nachlazeni",,"protikrecove | protizanetlive | uklidnujici","kura | plod | kvet","kura: brezen | duben ; kvet: kveten ; plod: zari | rijen","vlhke_lokality | lesni_okraje | krovinne_porosty","bila","2","on"
"R0120","kapraď samec","dryopteris filix-mas","kaprad_samec","dryopteris_filix-mas","https://www.brvohorik.cz/l/kaprad-samec/","kapradina",,,,"oddenek","oddenek: zari | rijen","lesy | stinne_lokality","zelena","2","on"
"R0121","karbinec evropský","lycopus europaeus","karbinec_evropsky","lycopus_europaeus","https://www.brvohorik.cz/l/karbinec-evropsky/","bylina","zvysena_cinnost_stitne_zlazy | nervozita | bušení_srdce",,"zklidnujici | reguluje_stitnou_zlazu | tonizacni","nat","nat: cerven | cervenec | srpen","vlhke_lokality | brehy_vod | mokrady","bila","2","on"
"R0122","kardamovník obecný","elettaria cardamomum","kardamovnik_obecny","elettaria_cardamomum","https://www.brvohorik.cz/l/kardamovnik-obecny/","bylina","potize_s_travenim | nadymani | nevolnost | nachlazeni",,"podporuje_traveni | protikrecove | antisepticke | osvezujici","semeno","semeno: celorocne","tropicke_oblasti | pestovane_plochy","bila","1","on"
"R0123","kerblík třebule","anthriscus cerefolium","kerblik_trebule","anthriscus_cerefolium","https://www.brvohorik.cz/l/kerblik-trebule/","bylina","potize_s_travenim | nadymani | nechutenstvi",,"podporuje_traveni | mocopudne | cistici","list","list: duben | kveten | cerven","zahrady | pestovane_plochy","bila","1","on"
"R0124","klitorie ternatská","clitoria ternatea","klitorie_ternatska","clitoria_ternatea","https://www.brvohorik.cz/l/klitorie-ternatska/","bylina | liana","stres | unava | zhorsena_pamet",,"adaptogenni | uklidnujici | tonizacni | podporuje_pamet | antioxidantni","kvet | list","kvet: celorocne ; list: celorocne","tropicke_oblasti | pestovane_plochy","modra | bila","1","on"
"R0125","kmín kořenný","carum carvi","kmin_korenny","carum_carvi","https://www.brvohorik.cz/l/kmin-korenny/","bylina","potize_s_travenim | nadymani | krece",,"karminativni | podporuje_traveni | protikrecove | antisepticke","semeno","semeno: cervenec | srpen","louky | pole | pestovane_plochy","bila","1","on"
"R0126","kohoutek luční","lychnis flos-cuculi","kohoutek_lucni","lychnis_flos-cuculi","https://www.brvohorik.cz/l/kohoutek-lucni/","bylina",,,,"nat","nat: kveten | cerven | cervenec","vlhke_louky | mokrady | brehy_potoku","ruzova","1","on"
"R0127","kokoška pastuší tobolka","capsella bursa-pastoris","kokoska_pastusi_tobolka","capsella_bursa-pastoris","https://www.brvohorik.cz/l/kokoska-pastusi-tobolka/","bylina","krvaceni | silna_menstruace | nizky_krevni_tlak",,"zastavuje_krvaceni | stahujici | reguluje_menstruaci | tonizacni","nat","nat: brezen | duben | kveten | cerven","pole | rumiste | zahrady","bila","1","on"
"R0128","kokořík mnohokvětý","polygonatum multiflorum","kokorik_mnohokvety","polygonatum_multiflorum","https://www.brvohorik.cz/l/kokorik-mnohokvety/","bylina",,,,"oddenek","oddenek: zari | rijen","lesy | stinne_lokality","bila","3","on"
"R0129","komonice bílá","melilotus albus","komonice_bila","melilotus_albus","https://www.brvohorik.cz/l/komonice-bila/","bylina","krecove_zily | hemoroidy | otoky | spatny_krevni_obeh | zanety_zil",,"protizanetlive | protiotokove | zlepsuje_krevni_obeh | venotonicke | uklidnujici","nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec | srpen","louky | u_cest | rumiste | pole","bila","2","on"
"R0130","komonice lékařská","melilotus officinalis","komonice_lekarska","melilotus_officinalis","https://www.brvohorik.cz/l/komonice-lekarska/","bylina","krecove_zily | otoky | zanety",,"zlepsuje_krevni_obeh | protizanetlive | uklidnujici","nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec | srpen","louky | rumiste | pole","zluta","2","on"
"R0131","konopice polní","galeopsis tetrahit","konopice_polni","galeopsis_tetrahit","https://www.brvohorik.cz/l/konopice-polni/","bylina","kasel | nachlazeni | zanety_dychacich_cest",,"expektoracni | protizanetlive | podporuje_dychaci_cesty","nat","nat: cerven | cervenec | srpen","pole | rumiste | lesni_okraje","ruzova | fialova","1","on"
"R0132","konopí seté","cannabis sativa","konopi_sete","cannabis_sativa","https://www.brvohorik.cz/l/konopi-sete/","bylina","bolesti | nespavost | stres | zanety",,"analgeticke | protizanetlive | uklidnujici | relaxacni","semeno | list","list: cerven | cervenec | srpen ; semeno: zari | rijen","pestovane_plochy | zahrady","zelena","2","on"
"R0133","kontryhel obecný","alchemilla vulgaris","kontryhel_obecny","alchemilla_vulgaris","https://www.brvohorik.cz/l/kontryhel-obecny/","bylina","bolestiva_menstruace | silna_menstruace | zanety | prujem",,"svíravé | protizanetlive | reguluje_menstruaci | hojive","nat","nat: kveten | cerven | cervenec | srpen","louky | pastviny | zahrady","zelena | zluta","1","on"
"R0134","konvalinka vonná","convallaria majalis","konvalinka_vonna","convallaria_majalis","https://www.brvohorik.cz/l/konvalinka-vonna/","bylina",,,,"kvet | list | koren","kvet: kveten ; list: duben | kveten ; koren: zari | rijen","lesy | stinne_lokality | zahrady","bila","3","on"
"R0135","kostival lékařský","symphytum officinale","kostival_lekarsky","symphytum_officinale","https://www.brvohorik.cz/l/kostival-lekarsky/","bylina","pohmozdeniny | vyrony | zlomeniny | bolesti_kloubu | bolesti_svalu | zanety_kuze | spatne_se_hojici_rany",,"hojive | protizanetlive | regeneracni | podporuje_srůst_kosti | uklidnujici | zmirnuje_bolest","koren | list","koren: brezen | duben | rijen | listopad ; list: kveten | cerven","vlhke_louky | brehy_vod | prikopy | zahrady","fialova | ruzova","2","on"
"R0136","kotvičník zemní","tribulus terrestris","kotvicnik_zemni","tribulus_terrestris","https://www.brvohorik.cz/l/kotvicnik-zemni/","bylina","snizene_libido | unava | potize_s_mocenim",,"tonizacni | posilujici | podporuje_libido | mocopudne","nat | plod","nat: cerven | cervenec | srpen ; plod: srpen | zari","suche_lokality | rumiste | pole","zluta","2","on"
