"id","zobrazení","zobrazení_lat","nazev_cz","nazev_lat","url","skupina","nemoci","tcm_organy","ucinky","Cast-rostliny","sběr","stanoviště","barva kvetu","obsahové látky","kontraindikace","Jak se užívá","Lidové názvy","Bezpečnost","zobrazení"
"R0083","Jahodník obecný","Fragaria vesca","jahodnik_obecny","fragaria_vesca","https://www.brvohorik.cz/l/jahodnik-obecny/","bylina","prujem | potize_s_travenim | zanety_dutiny_ustni",,"svíravé | protizanetlive | cisti_krev | podporuje_traveni","plod | list","list: kveten | cerven ; plod: cerven | cervenec","lesy | louky | zahrady","bila","Silice: éterický olej ; Vitaminy: vitamin C | vitamin A | vitamin E ; Minerální látky: draslík | železo | hořčík | vápník | fosfor ; Třísloviny: kyselina gallová ; Flavonoidy: quercetin | kaempferol | myricetin","alergie na jahody | cukrovka (může ovlivnit hladinu cukru v krvi)","čerstvé plody | džem | sirup | kompot | marmeláda | smoothie","jahodník | lesní jahodník | jahody | jahodka | jahodovník","1","on"
"R0084","Jahodník obecný","Fragaria vesca","jahodnik_obecny","fragaria_vesca","https://www.brvohorik.cz/l/jahodnik-obecny/","bylina",,,,,,,,"Silice: methylbenzen | 3-methyl-2-butenal ; Flavonoidy: quercetin | kaempferol ; Fenolické kyseliny: kyselina ellagová | kyselina kávová ; Vitaminy: vitamin C | vitamin A | vitamin E | vitamin K ; Minerální látky: draslík | hořčík | vápník | železo","těhotenství | alergie na jahody","nálev | čerstvé plody | marmeláda | sirup | dezerty","jahodník | lesní jahoda | borůvka jahodová | planá jahoda",,"on"
"R0085","Jalovec obecný","Juniperus communis","jalovec_obecny","juniperus_communis","https://www.brvohorik.cz/l/jalovec-obecny/","ker | strom","zanety_mocovych_cest | zanet_ledvin | potize_s_travenim | nadymani | revmaticke_potize",,"mocopudne | protizanetlive | podporuje_traveni | dezinfekcni_na_mocove_cesty | detoxikacni","plod | jehlice","plod: zari | rijen | listopad ; jehlice: celorocne","lesy | suche_strane | vresoviste","zluta | zelena","Silice: terpinolene | alfa-pinen | beta-pinen | myrcen | kafr ; Flavonoidy: quercetin ; Třísloviny: kyselina tannová ; Minerální látky: hořčík | mangan | zinek","těhotenství | kojení | akutní zánětlivá onemocnění ledvin | intoleranční reakce na složky rostliny","nálev | tinktura | esenciální olej | sušené plody | odvar","jalovčák | jalovca | jalovec | borový jalovec | jalovcový keř","2","on"
"R0086","Jam čínský","Dioscorea batata","jam_cinsky","dioscorea_batata","https://www.brvohorik.cz/l/jam-cinsky/","bylina | liana","unava | oslabená_imunita | potize_s_travenim",,"tonizacni | posilujici | podporuje_traveni | vyzivne","hliza","hliza: zari | rijen","pestovane_plochy | zahrady","bila","Skupina: škrob | sacharidy | bílkoviny ; Vitaminy: vitamin C | vitamin B6 ; Minerální látky: draslík | mangan | měď | železo","těhotenství | kojení | diabetes mellitus","nálev | odvar | tinktura | čerstvá šťáva",,"1","on"
"R0087","Jam huňatý","Dioscorea villosa","jam_hunaty","dioscorea_villosa","https://www.brvohorik.cz/l/jam-hunaty/","bylina","hormonalni_nerovnovaha | menstruační_potize | menopauza | krece",,"hormon_regulacni | protikrecove | protizanetlive | tonizacni","oddenek","oddenek: zari | rijen","lesy | pestovane_plochy",,"Saponiny: diosgenin | yamogenin ; Triterpeny: daucosterol","těhotenství | kojení | alergie na rostliny z čeledi Dioscoreaceae","nálev | tinktura",,"2","on"
"R0088","Jasan ztepilý","Fraxinus excelsior","jasan_zteply","fraxinus_excelsior","https://www.brvohorik.cz/l/jasan-zteply/","strom","revmaticke_potize | otoky | zanety_mocovych_cest",,"protizanetlive | mocopudne | detoxikacni","list | kura","list: kveten | cerven ; kura: brezen | duben","lesy | parky | aleje","zelena","Flavonoidy: quercetin | kaempferol ; Triterpeny: ácido oleanolový | ácido ursolový ; Saponiny: fraxin a fraxidin","těhotenství | kojení | alergie na rostliny z čeledi Oleaceae | současné užívání antikoagulancií","nálev | odvar | tinktura | čerstvá šťáva","přeslen | jasan | jasanovitý","1","on"
"R0089","Jaterník podléška","Hepatica nobilis","jaternik_podleska","hepatica_nobilis","https://www.brvohorik.cz/l/jaternik-podleska/","bylina",,,,"nat","nat: brezen | duben","listnate_lesy | stinne_lokality","modra | fialova","Silice: 1,8-cineol | borneol ; Flavonoidy: quercetin | kaempferol ; Saponiny: hepathin ; Třísloviny: ellagová kyselina ; Vitaminy: vitamin C | vitamin E","těhotenství | kojení | gastrointestinální potíže | alergie na rostliny z čeledi Ranunculaceae","nálev | odvar | tinktura | čaj","prvosenka | jaterník | jaterníček | hvězdník","2","on"
"R0090","Javor babyka","Acer campestre","javor_babyka","acer_campestre","https://www.brvohorik.cz/l/javor-babyka/","strom",,,,"list | kura","list: kveten | cerven ; kura: brezen | duben","lesy | parky | meze | aleje","zluta | zelena","Flavonoidy: quercetin | kaempferol ; Třísloviny: ellagová kyselina | gallová kyselina ; Vitaminy: vitamin C | vitamin E | vitamin B3","těhotenství | kojení | alergie na rostliny z čeledi Aceraceae",,"javor | javorový strom | javorový keř","1","on"
"R0091","Javor klen","Acer pseudoplatanus","javor_klen","acer_pseudoplatanus","https://www.brvohorik.cz/l/javor-klen/","strom",,,,"list | kura","list: kveten | cerven ; kura: brezen | duben","lesy | horske_lesy | parky","zelena","Silice: není známo; Flavonoidy: quercetin | kaempferol | isorhamnetin; Třísloviny: není známo; Minerální látky: draslík | vápník | hořčík | fosfor | sodík","těhotenství | kojení | alergie na rostliny z čeledi Aceraceae","nábytek | dřevo na výrobu hudebních nástrojů | palivové dřevo | dekorativní dřevo | okrasná rostlina","javorák | javor dlážděný","1","on"
"R0092","Javor mléč","Acer platanoides","javor_mlec","acer_platanoides","https://www.brvohorik.cz/l/javor-mlec/","strom",,,,"list | kura","list: kveten | cerven ; kura: brezen | duben","lesy | parky | aleje","zluta","Silice: | Flavonoidy: kvercetin | izoramnetin ; Triterpeny: kyselina oleanolová ; Vitaminy: vitamin C ; Minerální látky: vápník | hořčík | draslík",,"nálev | sirup","javor výběžkatý | javorolistý | javor polní","1","on"
"R0093","Jedle bělokorá","Abies alba","jedle_belokora","abies_alba","https://www.brvohorik.cz/l/jedle-belokora/","strom","nachlazeni | kasel | zanety_dychacich_cest",,"antisepticke | protizanetlive | expektoracni","jehlice | pryskyrice","jehlice: celorocne ; pryskyrice: celorocne","lesy | horske_lesy","zelena","Silice: terpeny | pinene | bornyl-acetát ; Třísloviny: gallotanin | elagitannin ; Fenolické kyseliny: kyselina skořicová | kyselina ferulová ; Vitaminy: vitamin C","těhotenství | kojení | alergie na pryskyřici | současné užívání antikoagulancií","nálev | pryskyřice | dřevo | esenciální olej","jedle | jedle evropská | bělokorá jedle | jedle bílá","1","on"
"R0094","Jelení jazyk celolistý","Asplenium scolopendrium","jeleni_jazyk_celolisty","asplenium_scolopendrium","https://www.brvohorik.cz/l/jeleni-jazyk-celolisty/","kapradina",,,,"list","list: kveten | cerven | cervenec","vlhke_lesy | skalnate_stiny | vapencove_skaly","zelena","Silice: | Flavonoidy: | Třísloviny: | Vitaminy: vitamin C | minerální látky: draslík | vápník | hořčík","těhotenství | kojení | gastrointestinální potíže | alergie na rostliny z čeledi Aspleniaceae","nálev | odvar | čerstvá šťáva",,"1","on"
"R0095","Jetel bílý","Trifolium repens","jetel_bily","trifolium_repens","https://www.brvohorik.cz/l/jetel-bily/","bylina","kasel | nachlazeni | kozni_problemy | zanety",,"protizanetlive | cisti_krev | expektoracni | hojive","kvet | nat","kvet: kveten | cerven | cervenec | srpen ; nat: kveten | cerven | cervenec","louky | pastviny | travniky","bila","Silice: | Flavonoidy: genistein | daidzein | quercetin ; Třísloviny: | Vitaminy: vitamin C | vitamin E | vitamin K ; Minerální látky: vápník | hořčík | draslík | železo","těhotenství | kojení | alergie | současné užívání antikoagulancií","nálev | odvar | tinktura","docela čtyřlístek | jetelový květ","1","on"
"R0096","Jetel inkarnát","Trifolium incarnatum","jetel_inkarnat","trifolium_incarnatum","https://www.brvohorik.cz/l/jetel-inkarnat/","bylina",,,,"kvet | nat","kvet: kveten | cerven | cervenec ; nat: kveten | cerven | cervenec","pole | louky | pestovane_plochy","cervena","Silice: | Flavonoidy: kvercetin | isorhamnetin | kaempferol ; Glykosidy: trifoliosid ; Vitaminy: vitamin C | vitamin A ; Minerální látky: draslík | vápník | hořčík | železo","těhotenství | kojení | současné užívání antikoagulancií","nálev | odvar | tinktura","červený jetel | jetel luční | jetel roční | inkarnát | jetel červený","1","on"
"R0097","Jetel luční","Trifolium pratense","jetel_lucni","trifolium_pratense","https://www.brvohorik.cz/l/jetel-lucni/","bylina","menopauza | klimaktericke_potize | kasel | nachlazeni | kozni_problemy | ekzem",,"hormon_regulacni | protizanetlive | cisti_krev | expektoracni | detoxikacni","kvet | nat","kvet: kveten | cerven | cervenec | srpen ; nat: kveten | cerven | cervenec","louky | pastviny | pole","ruzova | fialova","Flavonoidy: genistein | daidzein | formononetin | biochanin A ; Saponiny: triterpenové saponiny ; Třísloviny: kyselina tannová ; Vitaminy: vitamin C | vitamin E ; Minerální látky: vápník | hořčík | draslík | železo","těhotenství | kojení | alergie na rostliny z čeledi Fabaceae | současné užívání antikoagulancií","nálev | odvar | tinktura | čerstvá šťáva","červený jetel | jetelový květ | jetel lučník | jetel | střelka","1","on"
"R0098","Jeřáb oskeruše","Sorbus domestica","jerab_oskeruse","sorbus_domestica","https://www.brvohorik.cz/l/jerab-oskeruse/","strom","prujem | potize_s_travenim",,"svíravé | podporuje_traveni | posilujici","plod","plod: zari | rijen","sady | teple_oblasti | zahrady","bila","Triterpeny: uvaol | maslinic acid ; Flavonoidy: quercetin | kaempferol ; Fenolické kyseliny: kyselina galová | kyselina ferulová ; Vitaminy: vitamin C | vitamin E ; Minerální látky: draslík | železo | vápník","těhotenství | kojení | alergie na rostliny z čeledi Rosaceae","nálev | odvar | džem | kompot | šťáva | likér","oskeruše | jeřáb | jeřáb oskeruša | oskeruša","1","on"
"R0099","Jeřáb ptačí","Sorbus aucuparia","jerab_ptaci","sorbus_aucuparia","https://www.brvohorik.cz/l/jerab-ptaci/","strom","prujem | nachlazeni | nedostatek_vitaminu",,"svíravé | vitaminizacni | protizanetlive","plod | kvet","kvet: kveten ; plod: zari | rijen","lesy | horske_oblasti | parky","bila","Flavonoidy: quercetin | kaempferol ; Vitaminy: vitamin C ; Minerální látky: draslík | vápník | hořčík | železo","těhotenství | kojení | alergie na rostliny z čeledi Rosaceae","sirup | čerstvá šťáva | tinktura | marmeláda","svatý jeřáb | jeřabina | jeřáb | ptáčník","1","on"
"R0100","Jestřabina lékařská","Galega officinalis","jestrabina_lekarska","galega_officinalis","https://www.brvohorik.cz/l/jestrabina-lekarska/","bylina","cukrovka | nedostatek_mleka_u_kojicich | potize_s_travenim",,"snizuje_hladinu_cukru_v_krvi | podporuje_tvorbu_mleka | mocopudne | protizanetlive","nat","nat: cerven | cervenec | srpen","vlhke_louky | brehy_vod","fialova","Silice: 2-pentenal | 3-penten-2-on | 2-hepten-1-al ; Alkaloidy: galegin ; Flavonoidy: kvercetin | kaempferol ; Glykosidy: galegin-glykosid ; Minerální látky: draslík | vápník | hořčík ; Vitaminy: vitamin C","těhotenství | kojení | nízký krevní tlak","nálev | odvar | tinktura | sušený extrakt","lobodka | jestřabina | jestrabina | galega | galega officinalis","2","on"
"R0101","Jestřábník chlupáček","Pilosella officinarum","jestrabnik_chlupacek","pilosella_officinarum","https://www.brvohorik.cz/l/jestrabnik-chlupacek/","bylina","zanety_mocovych_cest | otoky | kasel",,"mocopudne | protizanetlive | expektoracni","nat","nat: kveten | cerven | cervenec | srpen","suche_louky | meze | pastviny","zluta","Silice: kamfen | alfa-pinen ; Flavonoidy: quercetin | kaempferol ; Triterpeny: kyselina ursolová ; Vitaminy: vitamin C","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | tinktura | čerstvá šťáva","kosmatice | mléčná tráva | jestřábníček","1","on"
"R0102","Jestřábník oranžový","Hieracium aurantiacum","jestrabnik_oranzovy","hieracium_aurantiacum","https://www.brvohorik.cz/l/jestrabnik-oranzovy/","bylina",,,,"nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec | srpen","louky | pastviny | horske_louky","oranzova","Silice: | Flavonoidy: rutinosid | kvercetin ; Triterpeny: kyselina oleanolová ; Vitaminy: vitamin C | vitamin E ; Minerální látky: vápník | železo | hořčík","alergie na rostliny z čeledi Asteraceae","nálev | odvar | tinktura | sirup",,"1","on"
"R0103","Jehlice trnitá","Ononis spinosa","jehlice_trnita","ononis_spinosa","https://www.brvohorik.cz/l/jehlice-trnita/","bylina","zanety_mocovych_cest | otoky | potize_s_mocenim",,"mocopudne | protizanetlive | detoxikacni","koren","koren: zari | rijen","suche_louky | pastviny | meze","ruzova","Silice: fenylch ethanol ; Flavonoidy: isoquercetin | quercetin | rutin ; Saponiny: ononitol | ononin ; Třísloviny: kyselina gallová ; Minerální látky: draslík | hořčík | vápník","těhotenství | kojení | alergie na rostliny z čeledi Fabaceae","nálev | odvar | tinktura | čaj","trnitá jehlica | jehlice trnitá","1","on"
"R0104","Jmelí bílé","Viscum album","jmeli_bile","viscum_album","https://www.brvohorik.cz/l/jmeli-bile/","poloparazit | ker","vysoky_krevni_tlak | poruchy_krevniho_obehu | nervozita",,"snizuje_krevni_tlak | uklidnujici | tonizacni","nat","nat: listopad | prosinec | leden | unor","na_stromech | lesy | parky","zelena","Flavonoidy: quercetin | rutin | kemferol ; Triterpeny: oleanolová kyselina | betulin ; Alkaloidy: viskotoxin ; Glykosidy: viscin ; Fenolické kyseliny: kyselina kávová | kyselina ferulová","těhotenství | kojení | nízký tlak | užívání léků na ředění krve | alergie na jmelí","nálev | odvar | tinktura","vánoční jmelí | jmelí posvátné","2","on"
"R0105","Jidášovo ucho","Hirneola auricula judae","jidasovo_ucho","hirneola_auricula_judae","https://www.brvohorik.cz/l/jidasovo-ucho/","houba","vysoky_cholesterol | oslabená_imunita | potize_s_cévami",,"snizuje_cholesterol | posiluje_imunitu | podporuje_krevni_obeh | antioxidantni","plodnice","plodnice: celorocne","listnate_stromy | lesy | okraje_lesu|krovi",,"Skupina: polysacharidy | bílkoviny | vláknina ; Minerální látky: draslík | vápník | železo ; Vitaminy: vitamin D | vitamin B2 | vitamin B3","těhotenství | kojení | alergie na houby | současné užívání imunosupresivních léků","Jidášovo ucho (Hirneola auricula judae): jedlé houby | sušené | polévky | příkrmy | saláty","ucho Jidášovo | ucho srdce | ucho lesní | ucho páně","1","on"
"R0106","Jilm drsný","Ulmus glabra","jilm_drsny","ulmus_glabra","https://www.brvohorik.cz/l/jilm-drsny/","strom",,,,"kura | list","kura: brezen | duben ; list: kveten | cerven","lesy | horske_lesy | parky","zelena","Slizy: mucilaginózní látky ; Třísloviny: kyselina ellagová | kyselina galová ; Minerální látky: vápník | draslík | hořčík | železo | mangan | zinek","nejsou známé kontraindikace","nálev | odvar | tinktura | sirup | čerstvá šťáva","jilm nažloutlý | jilm dělenolistý | jilm sloupovitý","1","on"
"R0107","Jilm habrolistý","Ulmus minor","jilm_habrolisty","ulmus_minor","https://www.brvohorik.cz/l/jilm-habrolisty/","strom",,,,"kura | list","kura: brezen | duben ; list: kveten | cerven","lesy | aleje | parky","zelena","Silice: | Flavonoidy: | Glykosidy: | Třísloviny: | Slizy: | Minerální látky: vápník | hořčík | draslík | železo","těhotenství | kojení | alergie na rostliny z čeledi Ulmaceae","nálev | odvar | tinktura | čerstvá šťáva","jilm | jilm obecný | jilm malý | jilm nízký | jilm planý","1","on"
"R0108","Jilm plavý","Ulmus rubra","jilm_plavy","ulmus_rubra","https://www.brvohorik.cz/l/jilm-plavy/","strom","podrazdeni_sliznic | kasel | zanety_dychacich_cest | potize_s_travenim",,"zklidnuje_sliznice | protizanetlive | hojive | zvlhcujici","kura","kura: brezen | duben","lesy | parky | pestovane_plochy","zelena","Silice: | Flavonoidy: quercetin ; Glykosidy: ulmusan ; Slizy: polysacharidy ; Třísloviny: kyselina tannová ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Ulmaceae | současné užívání antikoagulancií","nálev | odvar | tinktura | čerstvá šťáva","zelený jilm | jilm | jilm hladký","1","on"
"R0109","Jilm vaz","Ulmus laevis","jilm_vaz","ulmus_laevis","https://www.brvohorik.cz/l/jilm-vaz/","strom",,,,"kura | list","kura: brezen | duben ; list: kveten | cerven","lesy | brehy_vod | parky","zelena","Silice: none; Flavonoidy: quercetin | kaempferol; Triterpeny: β-amyrin; Slizy: polysacharidy; Vitamin: vitamin C; Minerální látky: draslík | vápník | hořčík | mangan | železo","těhotenství | kojení | hypersenzitivita | poruchy srážlivosti krve","nálev | odvar | tinktura",,"1","on"
"R0110","Jírovec maďal","Aesculus hippocastanum","jirovec_madal","aesculus_hippocastanum","https://www.brvohorik.cz/l/jirovec-madal/","strom","krecove_zily | hemoroidy | otoky_nohou | spatny_krevni_obeh | zanety_zil",,"posiluje_cevni_steny | protizanetlive | protiotokove | zlepsuje_krevni_obeh | venotonicke","semeno | kvet | kura","kvet: kveten ; semeno: zari | rijen ; kura: brezen | duben","parky | aleje | zahrady","bila | ruzova","Saponiny: aescin | escin ; Třísloviny: kyselina gálenová | kyselina ellagová ; Flavonoidy: quercetin | kaempferol | isorhamnetin ; Triterpeny: betulin ; Minerální látky: draslík | vápník | hořčík ; Vitaminy: vitamin C | vitamin E","těhotenství | kojení | alergie na rostliny z čeledi Aesculus | současné užívání antikoagulancií","nálev | tinktura | mast","kaštanovník | jírovec | kaštan | koňský kaštan","3","on"
"R0111","Jitrocel kopinatý","Plantago lanceolata","jitrocel_kopinaty","plantago_lanceolata","https://www.brvohorik.cz/l/jitrocel-kopinaty/","bylina","kasel | nachlazeni | zanet_prudusek | rany | bodnuti_hmyzem | zanety_kuze",,"expektoracni | protizanetlive | hojive | antibakterialni | zklidnuje_sliznice","list | semeno","list: kveten | cerven | cervenec | srpen ; semeno: srpen | zari","louky | pastviny | u_cest | travniky","bila","Silice: pinen | linalool ; Flavonoidy: apigenin | luteolin | quercetin ; Třísloviny: kyselina gallová ; Slizy: slizovité látky ; Vitaminy: vitamin C | vitamin E ; Minerální látky: draslík | vápník | hořčík | železo | zinek","těhotenství | kojení | alergie na rostliny z čeledi Plantaginaceae","nálev | odvar | tinktura | sirup | mast | čerstvá šťáva","jitrocel | jitrocel zelný | jitrocelovka | ptačí jazyk","1","on"
"R0112","Jitrocel prostřední","Plantago media","jitrocel_prostredni","plantago_media","https://www.brvohorik.cz/l/jitrocel-prostredni/","bylina","kasel | nachlazeni | zanety_dychacich_cest | rany",,"protizanetlive | expektoracni | hojive | antisepticke","list","list: kveten | cerven | cervenec","louky | pastviny | meze","ruzova","Silice: | Flavonoidy: apigenin | luteolin | kaempferol ; Glykosidy: aukubin | katalpol ; Třísloviny: | Slizy: | Vitaminy: vitamin C ; Minerální látky: draslík | vápník | hořčík","alergie na rostliny z čeledi Plantaginaceae | těhotenství | kojení","nálev | odvar | tinktura | mast | sirup","jitrocel | jitrocel lékařský | jitrocelová bylina | jitrocel střední","1","on"
"R0113","Jitrocel větší","Plantago major","jitrocel_vetsi","plantago_major","https://www.brvohorik.cz/l/jitrocel-vetsi/","bylina","kasel | nachlazeni | zanet_prudusek | rany | odreniny | stipnuti_hmyzem | zanety_kuze",,"protizanetlive | hojive | antibakterialni | expektoracni | uklidnujici | cisti_krev","list | semeno","list: kveten | cerven | cervenec | srpen ; semeno: srpen | zari","louky | travniky | u_cest | zahrady","zelena","Silice: 1,8-cineol | linalool ; Flavonoidy: apigenin | luteolin | vitexin | orientin ; Glykosidy: aukubigenin ; Saponiny: platycodin ; Třísloviny: kyselina gallová ; Vitaminy: vitamin C | vitamin K ; Minerální látky: draslík | vápník | hořčík | železo","těhotenství | kojení | alergie na rostliny z čeledi Plantaginaceae | současné užívání léků na ředění krve","nálev | odvar | sirup | mast | čerstvá šťáva","zelený jitrocel | jitrocel | velký jitrocel","1","on"
"R0114","Kadidlovník","Boswellia","kadidlovnik","boswellia","https://www.brvohorik.cz/l/kadidlovnik/","strom","zanety | bolesti_kloubu | revmaticke_potize",,"protizanetlive | analgeticke | antisepticke","pryskyrice","celorocne","suche_stanoviste | pestovane_plochy","bila","Silice: boswelové kyseliny | α-pinén | limonen ; Triterpeny: kyselina boswellová | kyselina acetylboswellová | kyselina 3-O-acetyl-11-keto-β-boswelová ; Flavonoidy: quercetin ; Minerální látky: vápník | hořčík | draslík | mangan | zinek","těhotenství | kojení | alergie na rostliny z čeledi Burseraceae | současné užívání antikoagulancií","pryskyřice | olej | tinktura","kláštorní kadidlovník","2","on"
"R0115","Kakost hnědočervený","Geranium phaeum","kakost_hnedocerveny","geranium_phaeum","https://www.brvohorik.cz/l/kakost-hnedocerveny/","bylina",,,,"nat | koren","nat: kveten | cerven | cervenec ; koren: zari | rijen","lesni_okraje | louky | zahrady","fialova | hnedocervena","Třísloviny: kyselina gallová | ellagová ; Flavonoidy: quercetin | kaempferol","těhotenství | kojení | alergie na rostliny z čeledi Geraniaceae","nálev | tinktura","růžový kakost | kakost tmavý | kakost hnědý","1","on"
"R0116","Kakost lesní","Geranium sylvaticum","kakost_lesni","geranium_sylvaticum","https://www.brvohorik.cz/l/kakost-lesni/","bylina",,,,"nat | koren","nat: cerven | cervenec | srpen ; koren: zari | rijen","lesy | horske_louky | lesni_okraje","modra | fialova","Taniny: kyselina ellagová | kyselina galová ; Flavonoidy: quercetin | izoquercetin ; Silice: pinen | linalool ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení","nálev | odvar | tinktura | mast","kakost | kakostík | lesní kakost","1","on"
"R0117","Kakost luční","Geranium pratense","kakost_lucni","geranium_pratense","https://www.brvohorik.cz/l/kakost-lucni/","bylina",,,,"nat | koren","nat: cerven | cervenec | srpen ; koren: zari | rijen","louky | pastviny | lesni_okraje","modra | fialova","Třísloviny: kyselina galová | kyselina ellagová ; Flavonoidy: quercetin | kaempferol ; Silice: geraniol | citronelol ; Organické kyseliny: kyselina jablečná | kyselina citronová","těhotenství | kojení | alergie na rostliny z čeledi Geraniaceae","nálev | odvar | tinktura",,"1","on"
"R0118","Kakost smrdutý","Geranium robertianum","kakost_smrduty","geranium_robertianum","https://www.brvohorik.cz/l/kakost-smrduty/","bylina","rany | krvaceni | zanety_dutiny_ustni | prujem",,"hojive | svíravé | protizanetlive | zastavuje_krvaceni","nat","nat: kveten | cerven | cervenec | srpen","lesy | stinne_lokality | zdi | sutiny","ruzova","Silice: kafr | mentol ; Flavonoidy: quercetin | rutin ; Třísloviny: kavanin | gallová kyselina ; Vitaminy: vitamin C ; Minerální látky: draslík | vápník | magnesium","těhotenství | kojení | alergie na rostliny z čeledi Geraniaceae","nálev | odvar | tinktura","smradlavka | kakost smradlavý | nechtík | svrchní kakost","1","on"
"R0119","Kalina obecná","Viburnum opulus","kalina_obecna","viburnum_opulus","https://www.brvohorik.cz/l/kalina-obecna/","ker","krece | bolestiva_menstruace | nachlazeni",,"protikrecove | protizanetlive | uklidnujici","kura | plod | kvet","kura: brezen | duben ; kvet: kveten ; plod: zari | rijen","vlhke_lokality | lesni_okraje | krovinne_porosty","bila","Třísloviny: proantokyanidiny | flavonoidy ; Glykosidy: viburnin | sambunigrin ; Fenolické kyseliny: kyselina chlorogenová | kyselina kávová ; Vitaminy: vitamin C ; Minerální látky: draslík | vápník | hořčík ; Saponiny: saponiny","alergie na rostliny z čeledi Adoxaceae | současné užívání antikoagulancií","nálev | odvar | tinktura | sirup | čerstvá šťáva","sněhobílá | kalina | černoplodá kalina","2","on"
"R0120","Kapraď samec","Dryopteris filix-mas","kaprad_samec","dryopteris_filix-mas","https://www.brvohorik.cz/l/kaprad-samec/","kapradina",,,,"oddenek","oddenek: zari | rijen","lesy | stinne_lokality","zelena","Silice: pinene | limonen ; Třísloviny: kyselina gallová | katechin ; Vitaminy: vitamin C | vitamin E ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | akutní onemocnění jater | poruchy krvácivosti","nálev | odvar | tinktura","paleč | netřesk | mužská kapradina","2","on"
"R0121","Karbinec evropský","Lycopus europaeus","karbinec_evropsky","lycopus_europaeus","https://www.brvohorik.cz/l/karbinec-evropsky/","bylina","zvysena_cinnost_stitne_zlazy | nervozita | bušení_srdce",,"zklidnujici | reguluje_stitnou_zlazu | tonizacni","nat","nat: cerven | cervenec | srpen","vlhke_lokality | brehy_vod | mokrady","bila","Třísloviny: kyselina gallová | kyselina katechová ; Flavonoidy: apigenin | luteolin ; Saponiny: lycopin ; Silice: 1,8-cineol | menthol ; Fenolické kyseliny: kyselina rozmarýnová ; Vitaminy: vitamin C | vitamin E","těhotenství | kojení | hypertyreóza | současné užívání antikoagulancií","nálev | odvar | tinktura | čerstvá šťáva","říčkovec | kmínkovec | vodní máta | bledule vodní","2","on"
"R0122","Kardamovník obecný","Elettaria cardamomum","kardamovnik_obecny","elettaria_cardamomum","https://www.brvohorik.cz/l/kardamovnik-obecny/","bylina","potize_s_travenim | nadymani | nevolnost | nachlazeni",,"podporuje_traveni | protikrecove | antisepticke | osvezujici","semeno","semeno: celorocne","tropicke_oblasti | pestovane_plochy","bila","Silice: 1,8-cineol | linalool | α-terpineol | β-pinen | sabinen ; Flavonoidy: quercetin | kaempferol ; Třísloviny: kyselina galová ; Minerální látky: draslík | hořčík | vápník | železo","těhotenství | kojení | alergie na rostliny z čeledi Zingiberaceae | současné užívání antikoagulancií","nálev | koření | tinktura | esenciální olej","kardamom | koření | běžný kardamom","1","on"
"R0123","Kerblík třebule","Anthriscus cerefolium","kerblik_trebule","anthriscus_cerefolium","https://www.brvohorik.cz/l/kerblik-trebule/","bylina","potize_s_travenim | nadymani | nechutenstvi",,"podporuje_traveni | mocopudne | cistici","list","list: duben | kveten | cerven","zahrady | pestovane_plochy","bila","Silice: myrtenol | estragol ; Flavonoidy: quercetin | kaempferol ; Vitaminy: vitamin C | vitamin A | vitamin K","těhotenství | kojení | alergie na rostliny z čeledi Apiaceae | současné užívání antikoagulancií","nátěr | čerstvá šťáva | nálev | odvar","kerblík | třebel | třebule | libeček","1","on"
"R0124","Klitorie ternatská","Clitoria ternatea","klitorie_ternatska","clitoria_ternatea","https://www.brvohorik.cz/l/klitorie-ternatska/","bylina | liana","stres | unava | zhorsena_pamet",,"adaptogenni | uklidnujici | tonizacni | podporuje_pamet | antioxidantni","kvet | list","kvet: celorocne ; list: celorocne","tropicke_oblasti | pestovane_plochy","modra | bila","Flavonoidy: anthocyaniny | kaempferol | quercetin ; Triterpeny: β-amyrin ; Vitaminy: vitamin C | vitamin E ; Minerální látky: železo | zinek | vápník ; Třísloviny: kyselina gallová | kyselina ellagová","těhotenství | kojení | alergie na rostliny z čeledi Fabaceae | hypotenzní účinky při současném užívání léků na tlak","nálev | čaj | tinktura | prášek | barvivo","modrý čaj | motýlí hrášek | klitorie","1","on"
"R0125","Kmín kořenný","Carum carvi","kmin_korenny","carum_carvi","https://www.brvohorik.cz/l/kmin-korenny/","bylina","potize_s_travenim | nadymani | krece",,"karminativni | podporuje_traveni | protikrecove | antisepticke","semeno","semeno: cervenec | srpen","louky | pole | pestovane_plochy","bila","Silice: karvon | limonen | geraniol ; Třísloviny: kyselina galová | kyselina ellagová ; Minerální látky: železo | hořčík | vápník","těhotenství | kojení | alergie na rostliny z čeledi Apiaceae","nálev | odvar | koření | esenciální olej","kmín zahradní | kmínek | kmínek kořenový","1","on"
